poi_id,name,region,locality,address,postcode,longitude,latitude,category_level1,category_level2,category_level3,business_status,phone,website_domain,rating,rating_count,traffic_score,time_spent,update_month
9387645ad12ecd86c0667d7f7ccc61fc,Centre dentaire le M smile,Maghreb,Casablanca,"appt 18 4éme étage, residence robert, Bd Chefchaouni, Casablanca 20450, Morocco",20450,-7.53933344,33.60759625,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5223-44434,msmiledentalcentercasa.com,5.0,32.0,30.67,,03-2025
7f7d965965e0cc8db3db5c48f0c1d51c,Centre Dentaire HAMAD,Tadla-Azilal,Beni-Mellal,"Étage 01. Appartement 03, Résidence El Hamd, Angle Boulevard Mohammed 5 et, Avenue El Qods، Beni-Mellal 23040, Morocco",23040,-6.37505087,32.32775897,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 751-635809,instagram.com,4.9,29.0,28.5,,03-2025
a43b538004d6567d9a74226e415af3f6,Cabinet dentaire dentaluxe chirurgie lourde orale & réhabilitation fonctionnelle et esthétique Dr.chams-eddine hafdi idrissi,Saiss,Fes,"en face pharmacie sefrioui, À CÔTÉ DE BIM route ain chkef, rue kartaj, Fès 30100, Morocco",30100,-5.01197712,34.00856286,Health & Wellness,Clinics & Specialists,Oral surgeon,Open 24 hours,+212 5356-02482,instagram.com,4.5,8.0,23.43,,03-2025
3421b355ff27fce0ac85d6d0d984fd41,Docteur Hajar Guennioui - Cardiologue Maarif,Maghreb,Casablanca,"2 eme étage، business square، El Mansour، 101 Bd Yacoub El Mansour, Casablanca 20000, Morocco",20000,-7.6461117,33.57420671,Health & Wellness,Clinics & Specialists,Cardiologist,Open,+212 5222-55959,facebook.com,4.8,36.0,42.0,,03-2025
949e817d23964c0c231c59b97ca441e9,Cabinet Orthophoniste Benabderrazik Mouna,Tangier-Tetouan,Tangier,"centre d'affaires, 5ème étage, N°26, 7 Rue Uruguay, Tanger 90010, Morocco",90010,-5.81690774,35.77736977,Health & Wellness,Therapy & Rehab,Speech pathologist,Open,+212 624-426090,cabinet-ortho-benabderrazik.com,5.0,19.0,40.83,,03-2025
508751a04c226c7fe763a6aaf997149f,CLINIQUE VETERINAIRE IDZEKRI A BERRECHID,Maghreb,Berrechid,"56 Av. Moulay Ismail, Berrechid 26100, Morocco",26100,-7.59281638,33.26373318,Health & Wellness,Veterinary & Pet Health,Animal hospital,Open,+212 5223-36765,cliniqueidzekri.ma,4.5,56.0,,People typically spend up to 45 min here,03-2025
95508f97dffb0fd5a8f588a18cb585b7,International Polyclinic of Rabat,Quartier Hassan,Rabat,"à côte du، Mausolée Mohammed V، 8 Rue de Tunis, Rabat 10000, Morocco",10000,-6.8256539,34.02060045,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5372-06161,,2.5,60.0,32.0,People typically spend up to 2 hours here,03-2025
892587e6ef1b8cfe5d35dbda6b59df8f,CENTRE DENTAIRE DR WISSAL SNOUSSI,Sidi Maârouf,Casablanca,"IMM A2 1er étage appt 12, Res mawlid, Rue 40, Casablanca 20190, Morocco",20190,-7.65340621,33.5257566,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 634-752676,snoussidentalcente.wixsite.com,5.0,114.0,39.5,,03-2025
1698ea11189b5c1dfff5b1fbe8d60e27,Dr GHARBI Tarik - Gastro-entérologue - Hépatologue et Proctologue,Témara,Temara,"en face de la FOURNEE, Avenue Hassan II TEMARA MALL 2 Immeuble B2, 1er étage, Bureau 2, Témara 12000, Morocco",12000,-6.92117137,33.92289841,Health & Wellness,Clinics & Specialists,Gastroenterologist,Open,+212 530-187287,gastrotemara.com,5.0,63.0,43.17,,03-2025
50aba1184e03fdace26deb4792a6ed7c,"Cabinet de Médecine Générale & Échographie, Dr. Yassine Ahamout SOS Médecin Tétouan, Médecin à domicile",Tetouan,Tetouan,"Av. Thami Ouazzani, Tétouan 93040, Morocco",93040,-5.35858891,35.5769537,Health & Wellness,Clinics & Specialists,General practitioner,Open 24 hours,+212 661-075972,,5.0,109.0,35.0,People typically spend up to 45 min here,03-2025
8401e42dc06037f5cbe9ea47501bb2b2,مركز السلامة للحجامة,Sidi Moumen,Casablanca,"2 ahl lgholam, Casablanca 20640, Morocco",20640,-7.48096633,33.58443593,Health & Wellness,Therapy & Rehab,Physical therapist,Open,+212 626-606648,hijama.vercel.app,5.0,3.0,41.0,,03-2025
99bfd09377538883836a61aaf2c22c79,Clinique Taha,TANTONVILLE,Casablanca,"Loti, Casablanca 20000, Morocco",20000,-7.6282129,33.55585989,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5228-15581,,3.1,56.0,48.83,People typically spend up to 2 hours here,03-2025
6a9a3f8a472053c3c1f2c9ecc6eae00b,مصحة العيون فاس,Saiss,Fes,"34 av nouacer, Route Imouzzer, Fès 30000, Morocco",30000,-4.99425117,33.99341339,Health & Wellness,Clinics & Specialists,Medical clinic,Open,+212 5356-95200,,3.1,71.0,53.33,People typically spend up to 2 hours here,03-2025
91e4c14fa6de944e8a9abcac87c1742a,Centre dentaire Dr HANAE BARRAKI,Quartier Administratif,Rabat,"1 avenue annaba, Av. Moulay Hassan, Rabat 10000, Morocco",10000,-6.83143555,34.01677125,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5376-61442,drhanae.com,4.6,226.0,53.83,,03-2025
9885bb7202c71ed52f53cbb4e1e66fb3,Animalia Veterinary Clinic,Hay Riad,Rabat,"N°4, Bloc D Allée Assafsaf, Rabat 10100, Morocco",10100,-6.87852838,33.95847454,Health & Wellness,Veterinary & Pet Health,Animal hospital,Open,+212 708-878780,facebook.com,4.5,218.0,,People typically spend up to 1.5 hours here,03-2025
9d027e392cbf0d8cbdc4ea482f3667f8,Cabinet Vétérinaire Mazagan,North Africa,El Jadida,"2 Appt, Rdc Annouzha, N°2 Av. Bir Anzarane, El Jadida 24040, Morocco",24040,-8.49594532,33.23524434,Health & Wellness,Veterinary & Pet Health,Veterinarian,Open,+212 660-127663,facebook.com,5.0,38.0,30.14,,03-2025
0c808a1f63ee89b5b6591e620d97fbc6,مصحة نور العيون,Souss-Massa-Draa,Agadir,"N°5625 FKIH BENSALAH HAY MOHAMMADI AGADIR رقم ٥٦٢٥ شارع الفقيه بن صالح, اكادير, Agadir 80080, Morocco",80080,-9.56480114,30.43289433,Health & Wellness,Clinics & Specialists,Ophthalmology clinic,Open,+212 5282-01047,,2.8,89.0,73.83,People typically spend up to 3.5 hours here,03-2025
21931fd966ad41c11721dfc7e4cbf307,Clinique al Massira مصحة المسيرة,Talborjt,Agadir,"Ave du 29 Fevrier, Agadir 80000, Morocco",80000,-9.59807572,30.42007553,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5283-80840,,2.9,101.0,43.14,People typically spend up to 1 hour here,03-2025
cd339ead212ae716752f42064ce3ec1b,Smile Dental Tétouan,Tetouan,Tetouan,"Lot Finanbar, Villa 28, Av. Abdelkhalek Torres, Tetouan 93000, Morocco",93000,-5.33673652,35.58265495,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 5399-72267,,3.8,24.0,40.17,People typically spend up to 1.5 hours here,03-2025
863c3feb5b33fc959dcb2c4e3ef43b0f,Dr Dgadeg Kaouthar (Ophtalmologue),Hay Essalam,Casablanca,"Etage 4، Résidence RIVA OFFICE، porte 43، 338 Bd Mohammed Zerktouni, Casablanca 20050, Morocco",20050,-7.64069223,33.59676433,Health & Wellness,Clinics & Specialists,Ophthalmologist,Open,+212 5229-88866,facebook.com,4.8,80.0,42.0,,03-2025
daf91b359acf150a6a32f88c32c1c97c,Radiologie Les Cèdres Dr Bouklata,Souissi,Rabat,"78 Rue Ouled Ziane, Rabat 10010, Morocco",10010,-6.82770426,33.99388345,Health & Wellness,Clinics & Specialists,Radiologist,Open,+212 5376-36562,,2.9,37.0,45.5,People typically spend up to 1.5 hours here,03-2025
830a63a95fa581f72a1e7aeb2c723be4,Polyclinique CNSS ZIRAOUI Urgence,Hay Essalam,Casablanca,"bd Ziraoui, Ang. rue, Général Henrys Rue Abou Al Abbas, Casablanca 20250, Morocco",,-7.63849183,33.59466267,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5222-03861,cnss.ma,3.1,59.0,37.86,People typically spend up to 2 hours here,03-2025
a479b3e786ebc643553d99faefd0149c,Cabinet de rhumatologie Dr LAMZALAH Yassine,Maghreb,Casablanca,"Sidi Maarouf 4, rue 36 numéro 4, 1er étage, Morocco",,-7.60673387,33.56173311,Health & Wellness,Clinics & Specialists,Rheumatologist,Open,+212 5228-31213,facebook.com,4.6,37.0,68.67,People typically spend up to 1 hour here,03-2025
eddf6c992018947233987b75211142aa,"Docteur Hanane Mazzouz , Ophtalmologiste , Centre d’ophtalmologie , Spécialiste Des Maladies Et Chirurgie Des Yeux",Maghreb,Casablanca,"511 Boulevard Al Qods، Résidence Al Qods Californie، Ain Chock Californie Mandarona، En face de Renault Dacia, Casablanca 20460, Morocco",20460,-7.61246073,33.53536591,Health & Wellness,Clinics & Specialists,Ophthalmologist,Open,+212 5225-22526,goo.gl,4.4,117.0,42.83,,03-2025
0889a42b68bd1758fb8e1c998fe5c48a,"Cabinet Dentaire Dr. Manal Cherif Chirurgienne Dentiste, Orthopédie, Implantologie, Esthétique, Hypnose, Odontologie",North Africa,El Jadida,"2ème étage, 20 , Bd Abouchaib Doukkali , Immeuble Kamilia, El Jadida 24000, Morocco",24000,-8.51389963,33.2548721,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 520-191943,mondentiste.ma,4.4,48.0,51.33,,03-2025
cdd5ff052e70a03cf7dc93dc3f432c14,DIAVERUM,Marrakesh Metropolitan Area,Marrakesh,"Quartier Hôpital Civil, Rue Allal Ben Ahmed, Marrakesh 40000, Morocco",40000,-8.01779659,31.64054743,Health & Wellness,Clinics & Specialists,Dialysis center,Open,+212 5244-35255,ma.diaverum.com,5.0,6.0,28.5,,03-2025
8795ba9ed132a52b075e59e68690e347,DIAVERUM,Souss-Massa-Draa,Agadir,"Cité Talborjt, Extention X, Villa N°10 B.P Agadir, 80000, Morocco",80000,-9.59289287,30.42622596,Health & Wellness,Clinics & Specialists,Dialysis center,Open,+212 5288-21583,ma.diaverum.com,4.5,2.0,27.0,,03-2025
e1abcbf4628332460da23712ef31dc6f,CDH,Ain Chock Hay Hassani,Casablanca,"10 rue Sigelmassa، Hay Al Hanna, Casablanca 20210, Morocco",20210,-7.67348489,33.5762371,Health & Wellness,Clinics & Specialists,Dialysis center,Open,+212 5223-93388,,5.0,4.0,42.33,People typically spend up to 3 hours here,03-2025
66f4d61bafa42a66d848ba6176dd1fb5,Cabinet de pédiatrie Dr ismaili ghizlaneعيادة طب الاطفال د.غزلان اسماعيلي,Tadla-Azilal,Beni-Mellal,"Cabinet de docteur ismaili ghizlane cabinet de pediatrie avenue mohamed 5 immeuble bourra bureau numero 3, Béni Mellal 23000, Morocco",23000,-6.36673885,32.33202447,Health & Wellness,Clinics & Specialists,Pediatrician,Open,+212 652-540640,facebook.com,5.0,124.0,43.83,,03-2025
eac8e80ba517b3b8f86732779805deaf,Dr Hajar El Ibrahimi - Médecin esthétique,Moulay Rachid-Sidi Othmane,Casablanca,"110 Av. des Forces Auxiliaires, Casablanca 20250, Morocco",20250,-7.55986282,33.5699366,Health & Wellness,Clinics & Specialists,Doctor,Open,+212 663-397444,instagram.com,3.9,19.0,35.67,,03-2025
1b1d92875dfbbafc4824ec62c16238ba,"Dr Wahiba Ghaffour Cabinet d'endocrinologie, Diabetologie et nutrition عيادة متخصصة في مرض السكري و الغدد",Tabriquet,Salé,"Appt 01, près de terminus tram, Imm 170 Av. Assalam, Salé 11024, Morocco",11024,-6.79539083,34.05373686,Health & Wellness,Clinics & Specialists,Endocrinologist,Open,+212 5378-62629,facebook.com,4.8,53.0,44.5,,03-2025
1a86b00fcce50ad1b39f5a837299f917,Cabinet Médical Dr. Yassine Chair,Oued Zem,Oued Zem,"VC4G+R2 Oued Zem, Oued Zem 25350, Morocco",25350,-6.57728252,32.85694552,Health & Wellness,Clinics & Specialists,General practitioner,Open,+212 676-438354,facebook.com,5.0,3.0,49.0,,03-2025
b372b164fd77c2bf1b21b04f6c1452ff,SOS INFIRMIERS,Rabat-Sale-Zemmour-Zaer,Rabat,"27 Rue Dayet Erroumi, Rabat 10090, Morocco",10090,-6.85323471,34.00618877,Health & Wellness,Assisted Living Services,Nursing agency,Open 24 hours,+212 708-053737,sosmaroc.com,4.0,4.0,27.14,,03-2025
02a9d17ab2ff7a3dcb1e8a5b7a0ada23,Dr. Karim Sefiani,Tangier-Tetouan,Tangier,"18 Rue Ibn Zaidoun, Tangier 90040, Morocco",90040,-5.82500518,35.78195346,Health & Wellness,Clinics & Specialists,Orthodontist,Open,+212 5393-34808,sefiani-smilecenter.com,4.8,119.0,49.0,,03-2025
eaad6fef3011b0c979b86666f9dc5910,Drarga-AGADIR,Souss-Massa-Draa,Drarga,"Drarga 80000, Morocco",80000,-9.48441111,30.37879779,Health & Wellness,Clinics & Specialists,Medical office,Open,+212 5283-87648,telecontact.ma,4.8,37.0,,People typically spend up to 45 min here,03-2025
479a7d4a70982129e0ceefe31e599fe4,SOS Médecin Tanger,Tangier-Tetouan,Tangier,"Av. Aicha Moussafer, Tanger 90060, Morocco",90060,-5.80989216,35.74306637,Health & Wellness,Clinics & Specialists,Doctor,Open 24 hours,+212 662-102338,sosmedecintanger.ma,3.0,2.0,24.14,,03-2025
8610e8548e6ba7561b3ffab67a6ce9c7,Laboratoire De Prothése Dentaire,Marrakesh Metropolitan Area,Marrakesh,"Rue abderhman ben aouf cité media imm B، 40000, Morocco",40000,-7.99773844,31.64894233,Health & Wellness,Clinics & Specialists,Denture care center,Open 24 hours,+212 650-123881,facebook.com,3.7,6.0,31.5,,03-2025
895321e30b6db9775622d8bbef70b17c,cabinet ORL dr harrati Abdeljalil - Marrakech,Marrakesh Metropolitan Area,Marrakesh,"2eme étage bureau 7, centre des affaires victor hugo avenue cheikh rabhi, angle Av colonel gozaille, Marrakech 40010, Morocco",40010,-8.02949926,31.64089041,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 661-187215,dr-harrati-orl-marrakech.com,4.9,133.0,54.17,,03-2025
e9de077727af0d598247b42fdfdb1309,Cabinet de Pédiatrie Dr. Mohamed Chokri Derkaoui,Centre Ville,Oujda,"16 Rue Morabitine, Oujda 60000, Morocco",60000,-1.92107227,34.68500437,Health & Wellness,Clinics & Specialists,Pediatrician,Open,+212 5366-97770,,4.6,19.0,53.0,People typically spend up to 1.5 hours here,03-2025
84a94411727dbe7ebea16caca04157ae,Cabinet de Pneumologie Dr. Nabil El Masbahi,Safi,Safi,"app.N, résidence Adam, Rue imame malek, 2 bd.kennedy, Safi 46000, Morocco",46000,-9.23529131,32.28781474,Health & Wellness,Clinics & Specialists,Pulmonologist,Open,+212 5246-27439,,4.7,34.0,59.33,People typically spend up to 2 hours here,03-2025
6fe0adc3952799addf733a36c88461b0,Cardiologue Dr Houda Moubaraki,Tabriquet,Salé,"bureau 8, Centre medical Assafwa, Av. Mohamed V, Salé 11020, Morocco",11020,-6.78619266,34.06027961,Health & Wellness,Clinics & Specialists,Cardiologist,Open,+212 5378-60006,cabinetcardiologiesale.com,5.0,44.0,47.0,,03-2025
7a6179638bbd1d222b67fdf234f299da,Centre de radiologie la Résistance,Maghreb,Berrechid,"N18 et, Lotissement AL YOUSSR II MAGAZINS, 19 Avenue la résistance, Berrechid 26100, Morocco",26100,-7.58228997,33.26160064,Health & Wellness,Clinics & Specialists,Doctor,Open,+212 5220-30506,,4.9,52.0,60.83,People typically spend up to 1.5 hours here,03-2025
2f2c9c36df16456ff2da55406a9df48d,Centre Radiologie Oulad Hriz,Maghreb,Berrechid,"13 Av. Pierre Assouline, Berrechid, Morocco",,-7.58588385,33.27861028,Health & Wellness,Clinics & Specialists,Radiologist,Open 24 hours,+212 5225-17100,croh.ma,5.0,510.0,26.83,People typically spend up to 1.5 hours here,03-2025
6967c3eab2609699d103085d3eaf83aa,Médecin à domicile Tanger ‍ ️,Tangier-Tetouan,Tangier,"3 n° 22, Résidence Alia, Rte Boukhalef, Tanger 90090, Morocco",90090,-5.88930473,35.73323373,Health & Wellness,Clinics & Specialists,Doctor,Open 24 hours,+212 648-732270,sites.google.com,5.0,12.0,31.57,,03-2025
8ab1633d926b92f7bcf49bac1050016d,POLYCLINIQUE AL WAHDA,Oriental,Nador,"Route de segangan, Nador 62000, Morocco",62000,-2.94760089,35.1683324,Health & Wellness,Clinics & Specialists,Specialized clinic,Open 24 hours,+212 5363-20000,,2.3,68.0,50.43,People typically spend up to 1.5 hours here,03-2025
66d23ad8ff427df7a0c102a787cd9be8,Dr Benyacine Haytem Cabinet ORL,Tangier-Tetouan,Tangier,"35 Bd Pasteur, Tanger 90000, Morocco",90000,-5.81197786,35.78012944,Health & Wellness,Clinics & Specialists,Otolaryngologist,Open,+212 768-498657,orltanger.com,4.9,126.0,47.83,,03-2025
0dd24d5fe7f64cd05552ab367050aec0,Clinique de chirurgie cardio-vasculaire de l'Agdal,Rabat-Sale-Zemmour-Zaer,Rabat,"6, Place Talha, Av. Ibn Sina, Rabat-Salé-Zemmour-Zaër, 10000, Ra, Rabat 10000, Morocco",10000,-6.85387829,33.99136162,Health & Wellness,Clinics & Specialists,Doctor,Open 24 hours,+212 5377-79090,ccva.ma,5.0,1.0,34.86,,03-2025
b9141a249a8fa2bf1686de39ef328abd,orthophoniste El Bouzidi Ibtissam,Tadla-Azilal,Beni-Mellal,"DeFacto, Bordj béni Mellal au dessus de, Béni Mellal 23010, Morocco",23010,-6.35872525,32.33620463,Health & Wellness,Therapy & Rehab,Speech pathologist,Open,+212 661-507060,facebook.com,4.1,11.0,37.83,,03-2025
574cd8fb101b98dc50a4044941041249,Clinic Larache,Tangier-Tetouan,Larache,"lot chabban, route de rabat, Larache 92000, Morocco",92000,-6.14699148,35.16653652,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5395-20403,,3.4,33.0,44.57,People typically spend up to 1 hour here,03-2025
fea8f5e902f3c7a7e954cbc6250b1e3f,Dr REGRAGUI Pediatre,North Africa,El Jadida,"60 lot Firdaous, Av Khalil Jabran, El Jadida 24000, Morocco",24000,-8.49358741,33.22648594,Health & Wellness,Clinics & Specialists,Doctor,Open 24 hours,+212 668-445646,facebook.com,3.7,3.0,25.29,,03-2025
a49b81f4129a0ba30b50831b1ee052bc,Clinique Dentaire Ghandi Casablanca - Maroc,Maghreb,Casablanca,"265 Bd Ghandi, Casablanca 20100, Morocco",20100,-7.64460974,33.5682297,Health & Wellness,Clinics & Specialists,Dental clinic,Open,+212 5229-83333,dentairemaroc.com,3.8,44.0,31.67,,03-2025
73d5f316f1282981af4feded96862fbf,White Dental Clinic,Extention Dakhla,Agadir,"104 Av. Moulay Hassan I, Agadir 80000, Morocco",80000,-9.56223781,30.40944346,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5283-84040,whitedentalclinic.ma,4.7,143.0,48.5,,03-2025
f95859dea2f20c56eb42c2a0639b223d,Clinique Al Maghrib,Maghreb,Casablanca,"70 Rue El Kadi Lass, Casablanca 20250, Morocco",20250,-7.64538252,33.58499593,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 600-168869,,2.2,86.0,35.0,People typically spend up to 1.5 hours here,03-2025
167f22ab3a94f23db71b9cb63a53574e,Health Center complex MLY Abdellah MGPAP,Rabat-Sale-Zemmour-Zaer,Rabat,"29 Av. Ibn Sina, Rabat, Morocco",,-6.85346834,33.99846414,Health & Wellness,Clinics & Specialists,Community health centre,Open,+212 5377-66396,mgpap.org.ma,3.5,21.0,71.0,People typically spend up to 1.5 hours here,03-2025
5b0e23fb52d578178e9a8a31ea6483b9,Ibn Tofail : Clinique Privé Marrakesh | Clinique De Chirurgie,Marrakesh Metropolitan Area,Marrakesh,"Rue Ibn Abdelmalik, Quartier De L'Hopital Gueliz Marrakech-Tensift-Al, Haouz, Marrakech, Marrakech 40000, Morocco",40000,-8.01530436,31.63885083,Health & Wellness,Hospitals & Medical Centers,Surgical center,Open 24 hours,+212 5244-36353,cliniqueibntofail.com,2.6,54.0,27.14,,03-2025
0d3489b1707e7ca04cca1a7864cbfb5c,Laboratoire Bab Doukkala,Marrakesh Metropolitan Area,Marrakesh,"Immeuble Bab Doukkala, Bloc A, Appt N:4, 1 er étage،, Bd Prince Moulay Abdellah, Marrakech, Morocco",,-8.00469082,31.63741333,Health & Wellness,Other Healthcare,Health,Open,+212 5244-46363,laboratoire-marrakech.ma,4.7,224.0,44.86,People typically spend up to 45 min here,03-2025
2b05a0b9dc92fad630262ad8f847d83b,"Dr Maha Sabbani, Médecine Générale, Esthétique et Lasers Médicaux",Skhirat,Skhirat,"Avenue Hassan II, Résidence Imane, Immeuble N5, Appartement N2, Skhirat 12050, Morocco",12050,-7.04433843,33.84902052,Health & Wellness,Clinics & Specialists,Doctor,Open,+212 5377-87593,instagram.com,4.8,66.0,56.8,,03-2025
47ec327ceab3159343d630c4d8d94a73,Centre de Radiologie Victorine Professeur EL FATTACH IRM SCANNER Fès مركـز الفحص بالأشعة فيكتـورين فاس,Ville Nouvelle,Fes,"Rue Rahal El Meskini, Av. DES FORCES ARMEES ROYALES, Fès 30000, Morocco",30000,-5.00084346,34.03477338,Health & Wellness,Medical Labs & Testing,Medical diagnostic imaging center,Open,+212 662-652055,radiologievictorine.com,4.7,135.0,64.5,,03-2025
0a5d1ab15e2a4f4ed289581c106bdaaf,Dr Taleb Abdelilah,Tangier-Tetouan,Tangier,"72 Av. Martyr Abdeslam Ben Bouhout, Tanger 90060, Morocco",90060,-5.79991111,35.75413973,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 531-320030,doctortaleb.com,4.9,39.0,57.33,,03-2025
d55a1a5c7673ef80fcd570c7059976d3,CABINET INFIRMIER,Tangier-Tetouan,Tangier,"lot, Rue 09 Av. Al Afou, Tanger 90090, Morocco",90090,-5.83768828,35.74400064,Health & Wellness,Assisted Living Services,Nursing agency,Open 24 hours,+212 612-274527,facebook.com,4.6,11.0,35.5,,03-2025
95a466a20a2127659a23495b42b9ff0f,Clinique Taroudant,Taroudant,Taroudant,"Taroudant, Morocco",,-8.87070948,30.4764283,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5288-54100,cliniquetaroudant.com,2.6,23.0,29.29,People typically spend up to 2 hours here,03-2025
bb8db68e3d2cf70d77ae633af1614e97,Cabinet dentaire kenitra Dr Bassam el Kacemi,Quartier Maamora,Kenitra,"Appt n°6, 160 Av. Mohamed Diouri, Kénitra 14000, Morocco",14000,-6.58443921,34.25497956,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 646-506929,instagram.com,4.9,40.0,38.6,,03-2025
0905c490cc03b82d77b4b682a629e8c2,Clinique Al Amine,Maghreb,Casablanca,"73 rue Ibn Jaljal, Casablanca 20250, Morocco",20250,-7.6230246,33.57039275,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5228-63636,,2.6,31.0,44.29,People typically spend up to 2 hours here,03-2025
024761fe4daaf7515b17176afa77d1c9,Centre De Dialyse Al Andalous Dcheira Jihadia Inezgane Ait Melloul,Souss-Massa-Draa,Dcheira El Jihadia,"VILLA NUM 87 AVENUE OTHMANE IBN AFFANE, Dcheira El Jihadia 80000, Morocco",80000,-9.52418336,30.3659849,Health & Wellness,Clinics & Specialists,Dialysis center,Open,+212 5283-36666,,4.7,13.0,47.33,People typically spend up to 2 hours here,03-2025
a6beec5979f7eb4e158e84ac71205f99,CENTRE DE DIALYSE NOOR TEMARA,Témara,Temara,"8 RUE IRAN HAY IBN SINA, Temara 12000, Morocco",12000,-6.92118427,33.9250199,Health & Wellness,Clinics & Specialists,Dialysis center,Open,+212 5375-81630,dialysetemara.com,4.5,13.0,42.5,,03-2025
1f401f16551106d6f4a306e4d74b7a41,Radiologie Moulay Ali Cherif,Témara,Temara,"Boulevard Moulay Ali Cherif, Imm 8, Numero 1, RDC, Temara, Morocco",,-6.90915859,33.93270666,Health & Wellness,Clinics & Specialists,Radiologist,Open,+212 5376-18979,radiologiemoulayalicherif.com,4.0,98.0,60.17,People typically spend up to 1 hour here,03-2025
9eb9c7fe89dbb34e59a486b1950f7d9f,Dr MOURAD Zahiri,Souss-Massa-Draa,Agadir,"Appartement 9 immeuble aferni 1, Agadir 80000, Morocco",80000,-9.57681568,30.4066949,Health & Wellness,Clinics & Specialists,Orthopedic clinic,Open,+212 5282-31078,facebook.com,4.4,22.0,40.67,,03-2025
39f754347136989c5613aa9cb8aaa8e1,مجلة العلاج المنزلي,Maghreb,Fes,"ثغاث، Fès 30100, Morocco",30100,-5.02784857,34.06108895,Health & Wellness,Chiropractic & Holistic,Alternative medicine practitioner,Open 24 hours,+212 610-191219,ar.ultimatemaca.store,1.0,1.0,34.71,,03-2025
9f3eba347b1b2f653e2957f22f4e6291,Jouay Mounsif (Dentiste),Marrakesh Metropolitan Area,Marrakesh,"N 557, Bloc11, Marrakech 40000, Morocco",40000,-8.05582115,31.63788915,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5244-92822,centredentaireinara.com,4.0,15.0,42.83,,03-2025
664c33ec70ec6640fb7d109800805ff5,centre de kinésithérapie ostéopathie et amincissement Kawtar FAKHAR,Maghreb,Casablanca,"14, abou hassan ASKARI résidence chems rdc numéro 1 quartier des hopitaux, Casablanca 20100, Morocco",20100,-7.62028979,33.5751196,Health & Wellness,Therapy & Rehab,Physical therapist,Open,+212 5228-65966,centrefakhar.ma,4.8,21.0,35.33,,03-2025
e65f2f45d6d8a76a2c9d8618a75ab14d,Dr Fouad El Ouardi Médecin Des Varices Chirurgien Cardiaque & Vasculaire Phlébologue | Casablanca | جراح القلب و الشرايين,Maghreb,Casablanca,"Angle Bd Abdelmoumen et Bd Anoual, 3éme Etage,Bureau 305, Casablanca 20000, Morocco",20000,-7.62809849,33.56908485,Health & Wellness,Clinics & Specialists,Vascular surgeon,Open 24 hours,+212 5228-65450,varices-casablanca.ma,4.4,42.0,23.71,,03-2025
3a654e04c1d8501e143f46d4b343602c,Clinique Dentaire Beauty Smile | Dr Yassine Hamdoun (Dentiste chirurgien) | Facette Dentaire | Implant Dentaire,Témara,Temara,"N, 56 Av. Mohammed V, Temara 12000, Morocco",12000,-6.92327117,33.91649531,Health & Wellness,Clinics & Specialists,Dentist,Open,+212 5376-41600,,4.5,128.0,51.67,People typically spend up to 2 hours here,03-2025
45da2c2b21c5d226517e56b5c1f9a2c5,مركز الرحمة للعلاج الطبيعي,Tangier-Tetouan,Larache,"en face, Hôpital Lalla Meriem, Av. des Forces Armées Royales, Larache 92000, Morocco",92000,-6.15831162,35.18629839,Health & Wellness,Clinics & Specialists,Medical office,Open,+212 5399-14829,centrerahma.com,4.7,9.0,46.17,,03-2025
b85222bd8b122db469cc55045c777c42,Polyclinique Atlas Fes Maroc,Ville Nouvelle,Fes,"Rte de Sefrou, Fès 30000, Morocco",30000,-4.99309316,34.02631692,Health & Wellness,Clinics & Specialists,Medical clinic,Open 24 hours,+212 5356-41697,,2.1,72.0,36.86,People typically spend up to 1.5 hours here,03-2025
39d10b02af0fe61afa29f85c49003b15,Clean Motors Africa,Marrakesh Metropolitan Area,Marrakesh,"رقم 36, شعوف العيادي, Marrakech 40000, Morocco",40000,-8.06485253,31.68702564,Health & Wellness,Medical Labs & Testing,Diagnostic center,Open 24 hours,+212 673-726464,clean-motors-africa.ma,4.3,7.0,23.5,,03-2025
